address,property_status,sale_amount,sale_date,multi_lot_sale
"46 MARGARET ST, COTTESLOE",Non Strata,1520000,2017-12-08,N
"2/40 OZONE PDE, COTTESLOE",Strata,850000,2017-08-31,N
"38 OZONE PDE, COTTESLOE",Vacant,4400000,2010-10-26,N
"231 BROOME ST, COTTESLOE",Non Strata,2550000,2006-03-29,N
"227 A BROOME ST, COTTESLOE",Strata,2750000,2020-12-24,N
"227 B BROOME ST, COTTESLOE",Strata,2600000,2020-12-24,N
"36 OZONE PDE, COTTESLOE",Non Strata,3600000,2011-11-19,N
"225 BROOME ST, COTTESLOE",Non Strata,2900000,2020-03-14,N
"223 BROOME ST, COTTESLOE",Non Strata,1950000,2012-12-15,N
"219 A BROOME ST, COTTESLOE",Strata,985000,2019-02-21,N
"221 BROOME ST, COTTESLOE",Non Strata,885000,1997-08-06,N
"219 C BROOME ST, COTTESLOE",Strata,1000000,2020-08-14,N
"219 B BROOME ST, COTTESLOE",Strata,792000,2019-06-11,N
"219 BROOME ST, COTTESLOE",Non Strata,2200000,2012-12-24,N
"24 OZONE PDE, COTTESLOE",Vacant,140000,1994-12-23,N
"28 OZONE PDE, COTTESLOE",Non Strata,1450000,2003-05-30,N
"26 OZONE PDE, COTTESLOE",Non Strata,1510000,2003-01-04,N
"42 MARGARET ST, COTTESLOE",Non Strata,1950000,2008-11-22,N
"40 MARGARET ST, COTTESLOE",Non Strata,1580000,2016-04-05,N
"38 MARGARET ST, COTTESLOE",Non Strata,735000,2002-08-10,N
"36 MARGARET ST, COTTESLOE",Non Strata,3875000,2021-12-13,N
"6/34 MARGARET ST, COTTESLOE",Strata,675000,2023-01-30,N
"27 MARGARET ST, COTTESLOE",Non Strata,725000,2000-10-28,Y
"198 MARINE PDE, COTTESLOE",Non Strata,375000,1988-11-09,N
"2 VERA VIEW PDE, COTTESLOE",Non Strata,750000,2005-06-01,N
"200 MARINE PDE, COTTESLOE",Non Strata,1580000,2003-04-23,N
"29 MARGARET ST, COTTESLOE",Non Strata,855000,2002-03-01,Y
"31 MARGARET ST, COTTESLOE",Non Strata,855000,2002-03-01,Y
"202 MARINE PDE, COTTESLOE",Non Strata,4300000,2007-02-21,N
"31 A MARGARET ST, COTTESLOE",Non Strata,607500,1999-09-01,Y
"204 MARINE PDE, COTTESLOE",Non Strata,3100000,2013-05-21,N
"33 MARGARET ST, COTTESLOE",Non Strata,500000,1998-04-30,N
"206 MARINE PDE, COTTESLOE",Non Strata,885000,1998-04-04,N
"35 MARGARET ST, COTTESLOE",Non Strata,730000,2002-11-09,N
"208 MARINE PDE, COTTESLOE",Non Strata,5100000,2021-11-02,N
"210 MARINE PDE, COTTESLOE",Non Strata,1035000,1997-04-29,N
"37 MARGARET ST, COTTESLOE",Non Strata,930000,2004-09-12,N
"39 MARGARET ST, COTTESLOE",Non Strata,100000,1990-01-24,N
"41 MARGARET ST, COTTESLOE",Non Strata,2200000,2021-02-04,N
"214 MARINE PDE, COTTESLOE",Non Strata,810000,1997-06-09,N
"47 MARGARET ST, COTTESLOE",Non Strata,225000,1992-05-28,N
"218 MARINE PDE, COTTESLOE",Non Strata,5000000,2012-09-27,Y
"45 MARGARET ST, COTTESLOE",Non Strata,590000,2002-10-12,N
"224 MARINE PDE, COTTESLOE",Vacant,10381,2000-11-08,N
"43 MARGARET ST, COTTESLOE",Non Strata,377500,1995-11-22,N
"216 MARINE PDE, COTTESLOE",Non Strata,580000,1996-01-22,N
"222 MARINE PDE, COTTESLOE",Non Strata,143711,2000-11-08,Y
"220 MARINE PDE, COTTESLOE",Non Strata,5000000,2012-09-27,Y
"224 MARINE PDE, COTTESLOE",Vacant,143711,2000-11-08,Y
"61 MARGARET ST, COTTESLOE",Non Strata,2000000,2015-07-21,N
"242 MARINE PDE, COTTESLOE",Non Strata,3100000,2016-11-25,N
"248 MARINE PDE, COTTESLOE",Non Strata,4500000,2018-11-11,N
"244 MARINE PDE, COTTESLOE",Non Strata,5600000,2022-10-12,N
"4/50 A MARGARET ST, COTTESLOE",Strata,5700000,2022-06-27,N
"58 NORTH ST, COTTESLOE",Non Strata,3700000,2023-06-03,N
"1/60 NORTH ST, COTTESLOE",Strata,2100000,2019-07-09,N
"44 OZONE PDE, COTTESLOE",Non Strata,4400000,2015-05-12,N
"46 OZONE PDE, COTTESLOE",Non Strata,3900000,2019-04-28,N
"239 BROOME ST, COTTESLOE",Non Strata,6350000,2022-04-10,N
"241 BROOME ST, COTTESLOE",Non Strata,600000,1999-04-14,N
"243 BROOME ST, COTTESLOE",Non Strata,227500,1988-11-10,N
"242 BROOME ST, COTTESLOE",Non Strata,2350000,2009-11-27,N
"2/246 BROOME ST, COTTESLOE",Strata,645000,2019-02-01,N
"244 BROOME ST, COTTESLOE",Non Strata,2550000,2014-03-25,N
"53 BRIGHTON ST, COTTESLOE",Non Strata,635000,2000-10-13,N
"59 BRIGHTON ST, COTTESLOE",Non Strata,375000,1994-11-09,N
"57 BRIGHTON ST, COTTESLOE",Non Strata,252500,1993-01-23,N
"52 BRIGHTON ST, COTTESLOE",Non Strata,2210000,2016-06-07,N
"56 BRIGHTON ST, COTTESLOE",Non Strata,345000,1998-08-20,N
"54 BRIGHTON ST, COTTESLOE",Non Strata,1775000,2015-01-17,N
"1/158 MARINE PDE, COTTESLOE",Strata,2535000,2019-10-26,N
"156 B MARINE PDE, COTTESLOE",Strata,3325000,2011-03-10,N
"1/154 MARINE PDE, COTTESLOE",Strata,2925000,2018-06-27,N
"3 A EILEEN ST, COTTESLOE",Non Strata,12522250,2022-03-07,Y
"3 EILEEN ST, COTTESLOE",Non Strata,12522250,2022-03-07,Y
"1 A EILEEN ST, COTTESLOE",Strata,3750000,2022-10-16,N
"1 B EILEEN ST, COTTESLOE",Strata,3700000,2022-06-16,N
"13 A OVERTON GDNS, COTTESLOE",Strata,2925000,2023-09-08,N
"13 OVERTON GDNS, COTTESLOE",Non Strata,2850000,2020-11-28,N
"1/7 NAPIER ST, COTTESLOE",Strata,825000,2022-01-05,N
"3 E NAPIER ST, COTTESLOE",Vacant,615000,2000-03-14,N
"7 A OVERTON GDNS, COTTESLOE",Strata,1200000,2016-05-19,N
"9 OVERTON GDNS, COTTESLOE",Non Strata,910000,2023-04-20,Y
"9 OVERTON GDNS, COTTESLOE",Non Strata,910000,2023-04-20,Y
"5/9 OVERTON GDNS, COTTESLOE",Non Strata,111000,1994-01-28,Y
"2/9 OVERTON GDNS, COTTESLOE",Non Strata,80000,1990-09-20,N
"8/9 OVERTON GDNS, COTTESLOE",Non Strata,170000,1998-10-16,N
"5 D OVERTON GDNS, COTTESLOE",Vacant,405000,1999-02-09,N
"3 C NAPIER ST, COTTESLOE",Non Strata,2770000,2020-01-13,N
"5 C OVERTON GDNS, COTTESLOE",Vacant,380000,1999-03-03,N
"3 C NAPIER ST, COTTESLOE",Vacant,580000,1998-12-08,N
"5 E OVERTON GDNS, COTTESLOE",Vacant,390000,1998-10-07,N
"3 D NAPIER ST, COTTESLOE",Vacant,630000,2000-06-24,N
"5 D OVERTON GDNS, COTTESLOE",Non Strata,2600000,2023-06-26,N
"5 E OVERTON GDNS, COTTESLOE",Non Strata,2315000,2020-02-15,N
"2/16 OVERTON GDNS, COTTESLOE",Strata,3600000,2022-03-23,N
"8 WARNHAM RD, COTTESLOE",Non Strata,2240000,2005-02-12,N
"10 WARNHAM RD, COTTESLOE",Non Strata,1850000,2012-12-06,N
"5/10 OVERTON GDNS, COTTESLOE",Strata,500000,2019-11-18,N
"8 OVERTON GDNS, COTTESLOE",Non Strata,3100000,2019-02-08,N
"9 WARNHAM RD, COTTESLOE",Non Strata,1900000,2018-04-15,N
"10 JOHN ST, COTTESLOE",Non Strata,1900000,2017-06-30,N
"1 E JOHN ST, COTTESLOE",Strata,2850000,2023-04-09,N
"2/5 JOHN ST, COTTESLOE",Strata,400000,2001-12-21,N
"1/6 FORREST ST, COTTESLOE",Strata,1575000,2020-07-02,N
"12 FORREST ST, COTTESLOE",Non Strata,615000,1994-03-06,N
"3/7 JOHN ST, COTTESLOE",Strata,1000000,2014-10-17,N
"9/9 JOHN ST, COTTESLOE",Strata,662000,2022-06-02,N
"4 A FORREST ST, COTTESLOE",Non Strata,1900000,2004-05-19,N
"4 FORREST ST, COTTESLOE",Non Strata,3475000,2007-05-14,N
"2 A EILEEN ST, COTTESLOE",Non Strata,2060000,2010-03-27,N
"138 MARINE PDE, COTTESLOE",Vacant,2550000,2014-08-01,N
"2 EILEEN ST, COTTESLOE",Non Strata,2200000,2017-02-04,N
"11/134 MARINE PDE, COTTESLOE",Strata,2025000,2022-03-12,N
"1 C EILEEN ST, COTTESLOE",Strata,2000000,2012-06-30,N
"1 EILEEN ST, COTTESLOE",Vacant,2130000,2005-06-29,N
"1 EILEEN ST, COTTESLOE",Non Strata,1950000,2003-10-28,N
"3 B NAPIER ST, COTTESLOE",Vacant,1825000,2020-06-30,N
"3 B NAPIER ST, COTTESLOE",Vacant,625000,2000-04-20,N
"5 B OVERTON GDNS, COTTESLOE",Non Strata,4088000,2019-04-23,N
"5 B OVERTON GDNS, COTTESLOE",Vacant,380000,1999-03-08,N
"118 MARINE PDE, COTTESLOE",Non Strata,7500000,2007-05-29,N
"5 A OVERTON GDNS, COTTESLOE",Vacant,360000,1999-02-18,N
"3 A NAPIER ST, COTTESLOE",Non Strata,3600000,2022-02-01,N
"5/120 MARINE PDE, COTTESLOE",Strata,13088000,2021-10-06,Y
"3/120 MARINE PDE, COTTESLOE",Strata,13088000,2021-10-06,Y
"2/120 MARINE PDE, COTTESLOE",Strata,13088000,2021-10-06,Y
"7/120 MARINE PDE, COTTESLOE",Strata,13088000,2021-10-06,Y
"6/122 MARINE PDE, COTTESLOE",Strata,1550000,2021-08-13,N
"5 A OVERTON GDNS, COTTESLOE",Non Strata,3000000,2015-06-22,N
"3 A NAPIER ST, COTTESLOE",Vacant,1160000,2001-03-06,N
"6/120 MARINE PDE, COTTESLOE",Strata,13088000,2021-10-06,Y
"4/120 MARINE PDE, COTTESLOE",Strata,13088000,2021-10-06,Y
"1/120 MARINE PDE, COTTESLOE",Strata,13088000,2021-10-06,Y
"6 OVERTON GDNS, COTTESLOE",Non Strata,2950000,2015-10-15,N
"4 OVERTON GDNS, COTTESLOE",Non Strata,3000000,2015-12-11,N
"110-112 MARINE PDE, COTTESLOE",Non Strata,4000000,2003-10-18,N
"6/4 WARNHAM RD, COTTESLOE",Strata,902000,2022-10-22,N
"1/2 OVERTON GDNS, COTTESLOE",Strata,1000000,2022-07-15,N
"12/116 MARINE PDE, COTTESLOE",Strata,1300000,2023-08-02,N
"11/94 MARINE PDE, COTTESLOE",Strata,1000000,2019-11-15,N
"2 FORREST ST, COTTESLOE",Non Strata,2412810,1997-09-15,N
"3/150 MARINE PDE, COTTESLOE",Strata,1500000,2009-05-06,N
"11/152 MARINE PDE, COTTESLOE",Strata,1275000,2022-11-05,N
"4/6 ERIC ST, COTTESLOE",Strata,1200000,2023-07-05,N
"457 F STIRLING HWY, COTTESLOE",Non Strata,69000,2001-01-22,N
"11/6 MCNAMARA WAY, COTTESLOE",Strata,440000,2023-04-15,N
"120 ERIC ST, COTTESLOE",Non Strata,1150000,2015-12-16,N
"118 ERIC ST, COTTESLOE",Non Strata,1950000,2020-11-01,N
"121 ERIC ST, COTTESLOE",Non Strata,1350000,2017-04-01,N
"121 ERIC ST, COTTESLOE",Non Strata,425000,1995-07-13,N
"459 STIRLING HWY, COTTESLOE",Non Strata,1485000,2014-07-15,N
"114 ERIC ST, COTTESLOE",Non Strata,620000,2002-11-15,N
"119 ERIC ST, COTTESLOE",Non Strata,1478000,2012-11-04,N
"111 ERIC ST, COTTESLOE",Non Strata,425000,2000-12-08,N
"113 ERIC ST, COTTESLOE",Non Strata,1000000,2023-05-01,N
"117 ERIC ST, COTTESLOE",Non Strata,350000,2001-04-30,N
"110 ERIC ST, COTTESLOE",Non Strata,550000,2016-10-14,N
"109 ERIC ST, COTTESLOE",Non Strata,1400000,2014-06-15,N
"30 BOREHAM ST, COTTESLOE",Non Strata,270000,1993-08-16,N
"26 BOREHAM ST, COTTESLOE",Non Strata,2710000,2020-12-17,N
"24 BOREHAM ST, COTTESLOE",Non Strata,550000,2016-03-21,N
"105 ERIC ST, COTTESLOE",Non Strata,340000,1996-03-30,N
"101 ERIC ST, COTTESLOE",Non Strata,1850000,2022-12-22,N
"20 BOREHAM ST, COTTESLOE",Non Strata,1420000,2012-06-26,N
"103 ERIC ST, COTTESLOE",Non Strata,2500000,2019-03-08,N
"22 BOREHAM ST, COTTESLOE",Non Strata,258000,1995-04-06,N
"18 BOREHAM ST, COTTESLOE",Non Strata,1325000,2011-10-17,N
"99 ERIC ST, COTTESLOE",Non Strata,2800000,2022-03-22,N
"14 BOREHAM ST, COTTESLOE",Non Strata,357000,1994-07-12,N
"95 ERIC ST, COTTESLOE",Non Strata,1805000,2021-02-11,N
"97 ERIC ST, COTTESLOE",Non Strata,1430000,2009-12-07,N
"12 BOREHAM ST, COTTESLOE",Non Strata,1210000,2009-04-10,N
"72 RAILWAY ST, COTTESLOE",Non Strata,412500,2002-05-31,Y
"70 RAILWAY ST, COTTESLOE",Non Strata,1500000,2021-10-14,Y
"6 BOREHAM ST, COTTESLOE",Non Strata,1790000,2009-05-29,N
"93 ERIC ST, COTTESLOE",Non Strata,2050000,2020-02-17,N
"10 BOREHAM ST, COTTESLOE",Non Strata,1820000,2020-09-16,N
"8 BOREHAM ST, COTTESLOE",Non Strata,2050000,2022-07-30,N
"91 ERIC ST, COTTESLOE",Non Strata,890000,2005-09-27,N
"72 A RAILWAY ST, COTTESLOE",Non Strata,1150000,2018-11-30,N
"74 RAILWAY ST, COTTESLOE",Strata,900000,2022-01-11,N
"89 ERIC ST, COTTESLOE",Non Strata,306500,1999-01-15,N
"247 CURTIN AV, COTTESLOE",Non Strata,915000,2004-05-31,N
"251 A CURTIN AV, COTTESLOE",Vacant,1018000,2021-08-09,N
"86 ERIC ST, COTTESLOE",Non Strata,1470000,2007-09-06,N
"84 ERIC ST, COTTESLOE",Non Strata,355000,2000-02-22,N
"82 ERIC ST, COTTESLOE",Non Strata,1200000,2007-01-02,N
"80 ERIC ST, COTTESLOE",Non Strata,1480000,2016-12-11,N
"78 ERIC ST, COTTESLOE",Non Strata,1300000,2017-08-19,N
"76 ERIC ST, COTTESLOE",Non Strata,1610000,2021-02-11,N
"76 A ERIC ST, COTTESLOE",Non Strata,1890000,2022-03-13,N
"74 ERIC ST, COTTESLOE",Non Strata,1810000,2019-09-15,N
"70 ERIC ST, COTTESLOE",Non Strata,1537500,2017-08-26,N
"3/72 ERIC ST, COTTESLOE",Strata,1400000,2015-08-17,N
"64 ERIC ST, COTTESLOE",Non Strata,1708500,2018-01-19,N
"68 ERIC ST, COTTESLOE",Non Strata,1795000,2019-12-09,N
"66 ERIC ST, COTTESLOE",Non Strata,2183500,2021-01-19,N
"8 HAINING AV, COTTESLOE",Strata,2650000,2018-05-15,N
"8 A HAINING AV, COTTESLOE",Vacant,1200000,2013-03-02,N
"10 HAINING AV, COTTESLOE",Vacant,500000,2002-04-23,N
"8 HAINING AV, COTTESLOE",Non Strata,3100000,2008-02-14,N
"63 ERIC ST, COTTESLOE",Non Strata,975000,2004-05-19,N
"60 ERIC ST, COTTESLOE",Non Strata,1780000,2005-11-08,N
"276 MARMION ST, COTTESLOE",Non Strata,1825000,2012-10-09,N
"274 MARMION ST, COTTESLOE",Non Strata,722000,2001-12-21,N
"2 HAINING AV, COTTESLOE",Non Strata,420000,1995-02-27,N
"61 ERIC ST, COTTESLOE",Vacant,296000,1996-02-10,N
"4 HAINING AV, COTTESLOE",Non Strata,305000,1992-03-14,N
"279 B MARMION ST, COTTESLOE",Strata,1100000,2019-09-19,N
"11 A FLORENCE ST, COTTESLOE",Strata,3600000,2023-06-02,N
"11 FLORENCE ST, COTTESLOE",Non Strata,2450000,2006-09-08,N
"54 ERIC ST, COTTESLOE",Non Strata,1760000,2007-05-03,N
"11 FLORENCE ST, COTTESLOE",Strata,3500000,2021-03-30,N
"277 MARMION ST, COTTESLOE",Non Strata,1790000,2013-02-21,N
"273 MARMION ST, COTTESLOE",Non Strata,3000000,2021-02-19,N
"55 ERIC ST, COTTESLOE",Non Strata,383500,1996-09-25,N
"275 MARMION ST, COTTESLOE",Non Strata,630000,1999-01-25,N
"52 ERIC ST, COTTESLOE",Non Strata,310000,1995-11-11,N
"46 ERIC ST, COTTESLOE",Non Strata,1275000,2013-03-26,N
"48 ERIC ST, COTTESLOE",Non Strata,325000,1997-02-08,N
"53 ERIC ST, COTTESLOE",Non Strata,1650000,2017-07-01,N
"6 CLARENDON ST, COTTESLOE",Non Strata,1900000,2020-12-24,N
"51 ERIC ST, COTTESLOE",Non Strata,1860000,2015-09-17,N
"49 ERIC ST, COTTESLOE",Non Strata,1990000,2018-02-03,N
"4 CLARENDON ST, COTTESLOE",Vacant,620000,1993-09-06,N
"4 CHAMBERLAIN ST, COTTESLOE",Non Strata,530000,1995-10-19,N
"47 ERIC ST, COTTESLOE",Non Strata,1550000,2013-08-26,N
"45 ERIC ST, COTTESLOE",Non Strata,1710000,2017-02-08,N
"43 ERIC ST, COTTESLOE",Non Strata,2270000,2017-06-22,N
"5 CHAMBERLAIN ST, COTTESLOE",Vacant,980000,2012-07-02,N
"39 ERIC ST, COTTESLOE",Non Strata,2300000,2021-12-14,N
"7 CHAMBERLAIN ST, COTTESLOE",Vacant,560000,2003-07-24,N
"36 ERIC ST, COTTESLOE",Non Strata,8000000,2009-09-30,N
"3 B CHAMBERLAIN ST, COTTESLOE",Strata,1685000,2015-08-04,N
"37 ERIC ST, COTTESLOE",Non Strata,1350000,2015-05-13,Y
"37 ERIC ST, COTTESLOE",Non Strata,1350000,2015-05-13,Y
"1/153 BROOME ST, COTTESLOE",Strata,1510000,2021-11-17,N
"151 BROOME ST, COTTESLOE",Non Strata,1765000,2020-01-20,N
"31 ERIC ST, COTTESLOE",Non Strata,3000000,2020-06-30,N
"145 BROOME ST, COTTESLOE",Non Strata,2025000,2019-08-03,N
"28 ERIC ST, COTTESLOE",Non Strata,485000,1995-12-23,N
"30 B ERIC ST, COTTESLOE",Strata,1730000,2022-11-03,N
"26 ERIC ST, COTTESLOE",Non Strata,3500000,2020-10-24,N
"24 ERIC ST, COTTESLOE",Non Strata,1600000,2005-10-26,N
"11 TORRENS ST, COTTESLOE",Non Strata,3800000,2021-04-19,N
"22 ERIC ST, COTTESLOE",Non Strata,2020000,2016-10-09,N
"1/9 TORRENS ST, COTTESLOE",Strata,2200000,2013-11-28,N
"6 GERALDINE ST, COTTESLOE",Non Strata,4340000,2019-03-14,N
"25 A ERIC ST, COTTESLOE",Strata,1200000,2013-12-06,N
"29 ERIC ST, COTTESLOE",Non Strata,2780000,2007-08-13,N
"27 A ERIC ST, COTTESLOE",Non Strata,5100000,2022-03-31,N
"29 A ERIC ST, COTTESLOE",Non Strata,3000000,2022-08-18,N
"10 GERALDINE ST, COTTESLOE",Non Strata,3750000,2008-01-21,N
"2/6 HAMERSLEY ST, COTTESLOE",Strata,3300000,2011-11-18,N
"18 ERIC ST, COTTESLOE",Non Strata,1800000,2009-10-16,N
"20 ERIC ST, COTTESLOE",Non Strata,2700000,2018-08-24,N
"4 HAMERSLEY ST, COTTESLOE",Non Strata,750000,1999-09-28,N
"23 B ERIC ST, COTTESLOE",Strata,2020000,2021-12-20,N
"4 GERALDINE ST, COTTESLOE",Non Strata,3800000,2008-02-16,N
"10 C GADSDON ST, COTTESLOE",Strata,880000,2017-05-13,N
"14 GADSDON ST, COTTESLOE",Non Strata,1450000,2003-03-04,N
"21 ERIC ST, COTTESLOE",Non Strata,2200000,2005-09-12,N
"2/21 ERIC ST, COTTESLOE",Strata,3600000,2018-05-08,N
"7/15 ERIC ST, COTTESLOE",Strata,420000,2023-02-17,N
"3/19 ERIC ST, COTTESLOE",Strata,2550000,2015-10-13,N
"16 GADSDON ST, COTTESLOE",Non Strata,2000000,2013-12-05,N
"10 ERIC ST, COTTESLOE",Strata,720000,2001-01-10,N
"12 ERIC ST, COTTESLOE",Strata,165000,2001-04-30,N
"10 EILEEN ST, COTTESLOE",Non Strata,1150000,1996-09-03,N
"8 EILEEN ST, COTTESLOE",Non Strata,1150000,1995-11-02,Y
